[UID, JHJ0ekidS93_dk3145kIssW_Kj92rIesdDj]-
[TIME, 2015-04-29 16:12:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:13:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:14:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:15:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:16:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:17:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:14:64][010c, 315][010d, 246][0110, 56]-
